Comunas;etnia;etnia2;frec;n;perc;lat;long
TIERRA AMARILLA;Huilliche;Mapuche;4;45917;8.71E-05;-27.473;-70.283
CHAÑARAL;Huilliche;Mapuche;1;45917;2.18E-05;-26.346;-70.624
DIEGO DE ALMAGRO;Huilliche;Mapuche;1;45917;2.18E-05;-26.39;-70.052
VALLENAR;Huilliche;Mapuche;1;45917;2.18E-05;-28.577;-70.77
LA SERENA;Huilliche;Mapuche;45;45917;0.000980029;-29.907;-71.247
COQUIMBO;Huilliche;Mapuche;53;45917;0.001154257;-29.971;-71.307
LA HIGUERA;Huilliche;Mapuche;1;45917;2.18E-05;-29.5;-71.283
PAIGUANO;Huilliche;Mapuche;1;45917;2.18E-05;-30.038;-70.507
VICUÑA;Huilliche;Mapuche;5;45917;0.000108892;-30.019;-70.715
ILLAPEL;Huilliche;Mapuche;2;45917;4.36E-05;-31.639;-71.179
LOS VILOS;Huilliche;Mapuche;1;45917;2.18E-05;-31.915;-71.506
SALAMANCA;Huilliche;Mapuche;3;45917;6.53E-05;-31.78;-70.967
OVALLE;Huilliche;Mapuche;3;45917;6.53E-05;-30.599;-71.189
COMBARBALÁ;Huilliche;Mapuche;1;45917;2.18E-05;-31.18;-71.004
MONTE PATRIA;Huilliche;Mapuche;7;45917;0.000152449;-30.775;-70.943
VALPARAÍSO;Huilliche;Mapuche;132;45917;0.002874752;-33.05;-71.616
CASABLANCA;Huilliche;Mapuche;17;45917;0.000370233;-33.325;-71.41
CONCÓN;Huilliche;Mapuche;14;45917;0.000304898;-32.96;-71.469
PUCHUNCAVÍ;Huilliche;Mapuche;5;45917;0.000108892;-32.748;-71.398
QUINTERO;Huilliche;Mapuche;5;45917;0.000108892;-32.845;-71.467
VIÑA DEL MAR;Huilliche;Mapuche;166;45917;0.003615219;-33.025;-71.515
ISLA DE PASCUA;Huilliche;Mapuche;2;45917;4.36E-05;-27.121;-109.366
LOS ANDES;Huilliche;Mapuche;11;45917;0.000239563;-32.837;-70.597
CALLE LARGA;Huilliche;Mapuche;4;45917;8.71E-05;-35.617;-71.683
RINCONADA;Huilliche;Mapuche;2;45917;4.36E-05;-19.883;-68.867
SAN ESTEBAN;Huilliche;Mapuche;4;45917;8.71E-05;-32.805;-70.581
LA LIGUA;Huilliche;Mapuche;5;45917;0.000108892;-34.583;-72
PAPUDO;Huilliche;Mapuche;4;45917;8.71E-05;-32.47;-71.381
QUILLOTA;Huilliche;Mapuche;15;45917;0.000326676;-32.915;-71.264
CALERA;Huilliche;Mapuche;3;45917;6.53E-05;-32.784;-71.204
LA CRUZ;Huilliche;Mapuche;8;45917;0.000174227;-32.824;-71.244
NOGALES;Huilliche;Mapuche;1;45917;2.18E-05;-32.736;-71.208
SAN ANTONIO;Huilliche;Mapuche;21;45917;0.000457347;-27.867;-70.05
ALGARROBO;Huilliche;Mapuche;4;45917;8.71E-05;-30.503;-71.083
CARTAGENA;Huilliche;Mapuche;6;45917;0.000130671;-34.167;-71.75
EL QUISCO;Huilliche;Mapuche;3;45917;6.53E-05;-33.409;-71.649
EL TABO;Huilliche;Mapuche;2;45917;4.36E-05;-33.48;-71.621
SAN FELIPE;Huilliche;Mapuche;6;45917;0.000130671;-32.75;-70.713
CATEMU;Huilliche;Mapuche;2;45917;4.36E-05;-32.781;-70.969
LLAILLAY;Huilliche;Mapuche;6;45917;0.000130671;-32.844;-70.957
SANTA MARÍA;Huilliche;Mapuche;2;45917;4.36E-05;-38.817;-71.667
QUILPUÉ;Huilliche;Mapuche;67;45917;0.001459155;-33.125;-71.241
LIMACHE;Huilliche;Mapuche;16;45917;0.000348455;-33.003;-71.261
OLMUÉ;Huilliche;Mapuche;1;45917;2.18E-05;-33.009;-71.17
VILLA ALEMANA;Huilliche;Mapuche;56;45917;0.001219592;-33.066;-71.329
RANCAGUA;Huilliche;Mapuche;57;45917;0.00124137;-34.162;-70.741
CODEGUA;Huilliche;Mapuche;5;45917;0.000108892;-34.033;-70.667
COINCO;Huilliche;Mapuche;1;45917;2.18E-05;-34.273;-70.953
COLTAUCO;Huilliche;Mapuche;2;45917;4.36E-05;-34.297;-71.092
DOÑIHUE;Huilliche;Mapuche;2;45917;4.36E-05;-34.185;-70.884
GRANEROS;Huilliche;Mapuche;8;45917;0.000174227;-34.063;-70.721
MACHALÍ;Huilliche;Mapuche;17;45917;0.000370233;-34.185;-70.662
MOSTAZAL;Huilliche;Mapuche;2;45917;4.36E-05;-33.977;-70.709
OLIVAR;Huilliche;Mapuche;2;45917;4.36E-05;-34.214;-70.819
PEUMO;Huilliche;Mapuche;1;45917;2.18E-05;-34.389;-71.171
PICHIDEGUA;Huilliche;Mapuche;2;45917;4.36E-05;-34.357;-71.287
QUINTA DE TILCOCO;Huilliche;Mapuche;2;45917;4.36E-05;-34.357;-70.969
RENGO;Huilliche;Mapuche;3;45917;6.53E-05;-34.402;-70.856
REQUÍNOA;Huilliche;Mapuche;4;45917;8.71E-05;-34.283;-70.806
SAN VICENTE;Huilliche;Mapuche;7;45917;0.000152449;-34.083;-71.75
PICHILEMU;Huilliche;Mapuche;3;45917;6.53E-05;-34.402;-72.009
NAVIDAD;Huilliche;Mapuche;4;45917;8.71E-05;-33.95;-71.833
SAN FERNANDO;Huilliche;Mapuche;8;45917;0.000174227;-34.584;-70.987
CHÉPICA;Huilliche;Mapuche;1;45917;2.18E-05;-34.733;-71.283
CHIMBARONGO;Huilliche;Mapuche;4;45917;8.71E-05;-34.708;-71.042
NANCAGUA;Huilliche;Mapuche;1;45917;2.18E-05;-34.649;-71.203
PLACILLA;Huilliche;Mapuche;2;45917;4.36E-05;-34.633;-71.117
SANTA CRUZ;Huilliche;Mapuche;6;45917;0.000130671;-34.631;-71.359
TALCA;Huilliche;Mapuche;39;45917;0.000849359;-35.423;-71.657
CONSTITUCIÓN;Huilliche;Mapuche;3;45917;6.53E-05;-35.339;-72.414
CUREPTO;Huilliche;Mapuche;1;45917;2.18E-05;-35.083;-72.017
MAULE;Huilliche;Mapuche;13;45917;0.00028312;-35.516;-71.572
RÍO CLARO;Huilliche;Mapuche;1;45917;2.18E-05;-35.217;-71.25
SAN CLEMENTE;Huilliche;Mapuche;2;45917;4.36E-05;-35.534;-71.486
SAN RAFAEL;Huilliche;Mapuche;2;45917;4.36E-05;-35.317;-71.533
CAUQUENES;Huilliche;Mapuche;2;45917;4.36E-05;-35.964;-72.317
CURICÓ;Huilliche;Mapuche;13;45917;0.00028312;-34.976;-71.224
HUALAÑÉ;Huilliche;Mapuche;6;45917;0.000130671;-34.983;-71.817
LICANTÉN;Huilliche;Mapuche;1;45917;2.18E-05;-34.983;-72
MOLINA;Huilliche;Mapuche;9;45917;0.000196006;-35.09;-71.279
ROMERAL;Huilliche;Mapuche;1;45917;2.18E-05;-34.967;-71.133
VICHUQUÉN;Huilliche;Mapuche;1;45917;2.18E-05;-34.823;-72.035
LINARES;Huilliche;Mapuche;9;45917;0.000196006;-35.85;-71.585
COLBÚN;Huilliche;Mapuche;3;45917;6.53E-05;-35.7;-71.417
PARRAL;Huilliche;Mapuche;4;45917;8.71E-05;-36.147;-71.822
SAN JAVIER;Huilliche;Mapuche;10;45917;0.000217784;-35.05;-71.467
CONCEPCIÓN;Huilliche;Mapuche;110;45917;0.002395627;-36.815;-73.029
CORONEL;Huilliche;Mapuche;7;45917;0.000152449;-36.982;-73.157
CHIGUAYANTE;Huilliche;Mapuche;25;45917;0.000544461;-36.909;-73.028
FLORIDA;Huilliche;Mapuche;5;45917;0.000108892;-36.821;-72.662
HUALQUI;Huilliche;Mapuche;1;45917;2.18E-05;-36.967;-72.933
LOTA;Huilliche;Mapuche;3;45917;6.53E-05;-37.089;-73.155
PENCO;Huilliche;Mapuche;10;45917;0.000217784;-36.742;-72.998
SAN PEDRO DE LA PAZ;Huilliche;Mapuche;20;45917;0.000435569;-36.864;-73.108
SANTA JUANA;Huilliche;Mapuche;2;45917;4.36E-05;-36.446;-72.352
TALCAHUANO;Huilliche;Mapuche;75;45917;0.001633382;-36.736;-73.105
TOMÉ;Huilliche;Mapuche;14;45917;0.000304898;-36.624;-72.95
HUALPÉN;Huilliche;Mapuche;35;45917;0.000762245;-36.789;-73.11
LEBU;Huilliche;Mapuche;11;45917;0.000239563;-37.606;-73.643
ARAUCO;Huilliche;Mapuche;4;45917;8.71E-05;-37.257;-73.284
CAÑETE;Huilliche;Mapuche;4;45917;8.71E-05;-35.283;-72.233
CONTULMO;Huilliche;Mapuche;1;45917;2.18E-05;-38.005;-73.225
CURANILAHUE;Huilliche;Mapuche;3;45917;6.53E-05;-37.472;-73.348
LOS ÁLAMOS;Huilliche;Mapuche;5;45917;0.000108892;-37.621;-73.456
TIRÚA;Huilliche;Mapuche;2;45917;4.36E-05;-38.339;-73.484
LOS ÁNGELES;Huilliche;Mapuche;73;45917;0.001589825;-36.944;-72.351
ANTUCO;Huilliche;Mapuche;1;45917;2.18E-05;-37.327;-71.678
CABRERO;Huilliche;Mapuche;9;45917;0.000196006;-37.039;-72.399
LAJA;Huilliche;Mapuche;2;45917;4.36E-05;-37.267;-72.7
MULCHÉN;Huilliche;Mapuche;21;45917;0.000457347;-37.715;-72.239
NEGRETE;Huilliche;Mapuche;3;45917;6.53E-05;-37.583;-72.517
SAN ROSENDO;Huilliche;Mapuche;4;45917;8.71E-05;-37.258;-72.716
SANTA BÁRBARA;Huilliche;Mapuche;3;45917;6.53E-05;-37.663;-72.018
TUCAPEL;Huilliche;Mapuche;4;45917;8.71E-05;-37.633;-73.333
YUMBEL;Huilliche;Mapuche;6;45917;0.000130671;-37.096;-72.556
ALTO BIOBÍO;Huilliche;Mapuche;5;45917;0.000108892;-33.619;-70.591
TEMUCO;Huilliche;Mapuche;384;45917;0.008362916;-38.727;-72.599
CARAHUE;Huilliche;Mapuche;4;45917;8.71E-05;-38.707;-73.16
CUNCO;Huilliche;Mapuche;7;45917;0.000152449;-38.93;-72.027
FREIRE;Huilliche;Mapuche;15;45917;0.000326676;-38.954;-72.622
GORBEA;Huilliche;Mapuche;10;45917;0.000217784;-39.095;-72.672
LAUTARO;Huilliche;Mapuche;22;45917;0.000479125;-38.529;-72.427
LONCOCHE;Huilliche;Mapuche;19;45917;0.00041379;-39.354;-72.628
MELIPEUCO;Huilliche;Mapuche;2;45917;4.36E-05;-38.843;-71.687
NUEVA IMPERIAL;Huilliche;Mapuche;6;45917;0.000130671;-38.745;-72.95
PADRE LAS CASAS;Huilliche;Mapuche;78;45917;0.001698717;-38.766;-72.593
PERQUENCO;Huilliche;Mapuche;4;45917;8.71E-05;-38.417;-72.383
PITRUFQUÉN;Huilliche;Mapuche;10;45917;0.000217784;-38.983;-72.643
PUCÓN;Huilliche;Mapuche;10;45917;0.000217784;-39.282;-71.954
SAAVEDRA;Huilliche;Mapuche;2;45917;4.36E-05;-38.783;-73.4
TEODORO SCHMIDT;Huilliche;Mapuche;8;45917;0.000174227;-38.967;-73.05
TOLTÉN;Huilliche;Mapuche;5;45917;0.000108892;-39.217;-73.217
VILCÚN;Huilliche;Mapuche;8;45917;0.000174227;-38.65;-72.233
VILLARRICA;Huilliche;Mapuche;35;45917;0.000762245;-39.28;-72.218
CHOLCHOL;Huilliche;Mapuche;1;45917;2.18E-05;-38.6;-72.85
ANGOL;Huilliche;Mapuche;13;45917;0.00028312;-37.803;-72.702
COLLIPULLI;Huilliche;Mapuche;3;45917;6.53E-05;-37.953;-72.432
CURACAUTÍN;Huilliche;Mapuche;8;45917;0.000174227;-38.432;-71.89
ERCILLA;Huilliche;Mapuche;1;45917;2.18E-05;-38.05;-72.383
LONQUIMAY;Huilliche;Mapuche;2;45917;4.36E-05;-38.433;-71.233
LUMACO;Huilliche;Mapuche;2;45917;4.36E-05;-38.163;-72.904
PURÉN;Huilliche;Mapuche;4;45917;8.71E-05;-38.022;-73.07
TRAIGUÉN;Huilliche;Mapuche;2;45917;4.36E-05;-38.248;-72.675
VICTORIA;Huilliche;Mapuche;13;45917;0.00028312;-38.23;-72.343
PUERTO MONTT;Huilliche;Mapuche;2420;45917;0.052703792;-41.454;-72.993
CALBUCO;Huilliche;Mapuche;464;45917;0.01010519;-41.758;-73.151
COCHAMÓ;Huilliche;Mapuche;11;45917;0.000239563;-41.5;-72.317
FRESIA;Huilliche;Mapuche;76;45917;0.00165516;-41.153;-73.42
FRUTILLAR;Huilliche;Mapuche;95;45917;0.00206895;-41.117;-73.1
LOS MUERMOS;Huilliche;Mapuche;78;45917;0.001698717;-41.391;-73.465
LLANQUIHUE;Huilliche;Mapuche;187;45917;0.004072566;-41.266;-73.012
MAULLÍN;Huilliche;Mapuche;76;45917;0.00165516;-41.618;-73.598
PUERTO VARAS;Huilliche;Mapuche;270;45917;0.005880175;-41.323;-72.97
CASTRO;Huilliche;Mapuche;4708;45917;0.102532831;-42.478;-73.779
ANCUD;Huilliche;Mapuche;4334;45917;0.0943877;-41.877;-73.814
CHONCHI;Huilliche;Mapuche;3084;45917;0.067164667;-42.626;-73.781
CURACO DE VÉLEZ;Huilliche;Mapuche;544;45917;0.011847464;-42.434;-73.582
DALCAHUE;Huilliche;Mapuche;956;45917;0.020820176;-42.374;-73.651
PUQUELDÓN;Huilliche;Mapuche;539;45917;0.011738572;-42.604;-73.684
QUEILÉN;Huilliche;Mapuche;1619;45917;0.035259272;-42.874;-73.47
QUELLÓN;Huilliche;Mapuche;7223;45917;0.157305573;-43.121;-73.608
QUEMCHI;Huilliche;Mapuche;1205;45917;0.026243004;-42.142;-73.478
QUINCHAO;Huilliche;Mapuche;2474;45917;0.053879827;-42.479;-73.497
OSORNO;Huilliche;Mapuche;1534;45917;0.033408106;-40.574;-73.126
PUERTO OCTAY;Huilliche;Mapuche;67;45917;0.001459155;-40.967;-72.9
PURRANQUE;Huilliche;Mapuche;138;45917;0.003005423;-40.909;-73.175
PUYEHUE;Huilliche;Mapuche;78;45917;0.001698717;-40.717;-72.321
RÍO NEGRO;Huilliche;Mapuche;174;45917;0.003789446;-41.967;-72.45
SAN JUAN DE LA COSTA;Huilliche;Mapuche;681;45917;0.014831108;-40.501;-73.392
SAN PABLO;Huilliche;Mapuche;478;45917;0.010410088;-40.4;-73.017
CHAITÉN;Huilliche;Mapuche;172;45917;0.003745889;-42.899;-72.667
FUTALEUFÚ;Huilliche;Mapuche;13;45917;0.00028312;-43.168;-71.848
HUALAIHUÉ;Huilliche;Mapuche;159;45917;0.00346277;-41.992;-72.667
PALENA;Huilliche;Mapuche;8;45917;0.000174227;-43.623;-71.804
COYHAIQUE;Huilliche;Mapuche;616;45917;0.013415511;-45.564;-72.065
LAGO VERDE;Huilliche;Mapuche;3;45917;6.53E-05;-44.219;-71.839
AYSÉN;Huilliche;Mapuche;276;45917;0.006010846;-45.412;-72.698
CISNES;Huilliche;Mapuche;76;45917;0.00165516;-44.751;-72.697
GUAITECAS;Huilliche;Mapuche;62;45917;0.001350262;-43.884;-73.95
COCHRANE;Huilliche;Mapuche;27;45917;0.000588018;-47.267;-72.55
O'HIGGINS;Huilliche;Mapuche;5;45917;0.000108892;-48.8;-73.183
TORTEL;Huilliche;Mapuche;7;45917;0.000152449;-47.781;-73.512
CHILE CHICO;Huilliche;Mapuche;14;45917;0.000304898;-46.55;-71.733
RÍO IBÁÑEZ;Huilliche;Mapuche;10;45917;0.000217784;-46.255;-71.95
PUNTA ARENAS;Huilliche;Mapuche;3615;45917;0.078729011;-53.148;-70.907
LAGUNA BLANCA;Huilliche;Mapuche;3;45917;6.53E-05;-52.267;-71.183
RÍO VERDE;Huilliche;Mapuche;27;45917;0.000588018;-52.628;-71.477
SAN GREGORIO;Huilliche;Mapuche;13;45917;0.00028312;-52.567;-70.067
CABO DE HORNOS;Huilliche;Mapuche;26;45917;0.000566239;-54.947;-67.607
ANTÁRTICA;Huilliche;Mapuche;2;45917;4.36E-05;-55;-67.5
PORVENIR;Huilliche;Mapuche;134;45917;0.002918309;-53.298;-70.385
PRIMAVERA;Huilliche;Mapuche;22;45917;0.000479125;-52.886;-69.353
TIMAUKEL;Huilliche;Mapuche;10;45917;0.000217784;-53.672;-69.71
NATALES;Huilliche;Mapuche;815;45917;0.017749417;-51.733;-72.517
TORRES DEL PAINE;Huilliche;Mapuche;22;45917;0.000479125;-50.982;-72.499
SANTIAGO;Huilliche;Mapuche;236;45917;0.005139709;-33.425;-70.566
CERRILLOS;Huilliche;Mapuche;40;45917;0.000871137;-34.533;-71.683
CERRO NAVIA;Huilliche;Mapuche;83;45917;0.001807609;-33.422;-70.735
CONCHALÍ;Huilliche;Mapuche;48;45917;0.001045364;-33.38;-70.675
EL BOSQUE;Huilliche;Mapuche;58;45917;0.001263149;-41.667;-73.317
ESTACIÓN CENTRAL;Huilliche;Mapuche;53;45917;0.001154257;-33.459;-70.699
HUECHURABA;Huilliche;Mapuche;13;45917;0.00028312;-33.368;-70.634
INDEPENDENCIA;Huilliche;Mapuche;32;45917;0.00069691;-33.413;-70.666
LA CISTERNA;Huilliche;Mapuche;22;45917;0.000479125;-33.529;-70.663
LA FLORIDA;Huilliche;Mapuche;168;45917;0.003658776;-33.525;-70.538
LA GRANJA;Huilliche;Mapuche;58;45917;0.001263149;-20.9;-69.617
LA PINTANA;Huilliche;Mapuche;61;45917;0.001328484;-33.583;-70.634
LA REINA;Huilliche;Mapuche;36;45917;0.000784023;-33.443;-70.532
LAS CONDES;Huilliche;Mapuche;47;45917;0.001023586;-33.4;-70.503
LO BARNECHEA;Huilliche;Mapuche;25;45917;0.000544461;-33.352;-70.336
LO ESPEJO;Huilliche;Mapuche;33;45917;0.000718688;-33.522;-70.687
LO PRADO;Huilliche;Mapuche;39;45917;0.000849359;-33.445;-70.726
MACUL;Huilliche;Mapuche;53;45917;0.001154257;-33.487;-70.604
MAIPÚ;Huilliche;Mapuche;182;45917;0.003963674;-33.49;-70.788
ÑUÑOA;Huilliche;Mapuche;85;45917;0.001851166;-33.454;-70.604
PEDRO AGUIRRE CERDA;Huilliche;Mapuche;28;45917;0.000609796;-33.583;-70.667
PEÑALOLÉN;Huilliche;Mapuche;103;45917;0.002243178;-33.482;-70.538
PROVIDENCIA;Huilliche;Mapuche;63;45917;0.001372041;-33.435;-70.616
PUDAHUEL;Huilliche;Mapuche;96;45917;0.002090729;-33.411;-70.836
QUILICURA;Huilliche;Mapuche;90;45917;0.001960058;-33.361;-70.729
QUINTA NORMAL;Huilliche;Mapuche;26;45917;0.000566239;-33.427;-70.699
RECOLETA;Huilliche;Mapuche;53;45917;0.001154257;-33.406;-70.64
RENCA;Huilliche;Mapuche;53;45917;0.001154257;-33.398;-70.723
SAN JOAQUÍN;Huilliche;Mapuche;27;45917;0.000588018;-33.491;-70.628
SAN MIGUEL;Huilliche;Mapuche;40;45917;0.000871137;-36.818;-71.966
SAN RAMÓN;Huilliche;Mapuche;24;45917;0.000522682;-25.351;-70.447
VITACURA;Huilliche;Mapuche;15;45917;0.000326676;-33.378;-70.562
PUENTE ALTO;Huilliche;Mapuche;227;45917;0.004943703;-33.616;-70.57
PIRQUE;Huilliche;Mapuche;9;45917;0.000196006;-33.65;-70.564
SAN JOSÉ DE MAIPO;Huilliche;Mapuche;4;45917;8.71E-05;-33.644;-70.353
COLINA;Huilliche;Mapuche;53;45917;0.001154257;-33.194;-70.668
LAMPA;Huilliche;Mapuche;16;45917;0.000348455;-33.286;-70.878
TILTIL;Huilliche;Mapuche;7;45917;0.000152449;-33.085;-70.925
SAN BERNARDO;Huilliche;Mapuche;105;45917;0.002286735;-33.582;-70.687
BUIN;Huilliche;Mapuche;31;45917;0.000675131;-33.728;-70.739
CALERA DE TANGO;Huilliche;Mapuche;13;45917;0.00028312;-33.628;-70.785
PAINE;Huilliche;Mapuche;5;45917;0.000108892;-33.812;-70.723
MELIPILLA;Huilliche;Mapuche;35;45917;0.000762245;-33.689;-71.208
CURACAVÍ;Huilliche;Mapuche;5;45917;0.000108892;-33.399;-71.137
MARÍA PINTO;Huilliche;Mapuche;2;45917;4.36E-05;-33.515;-71.119
SAN PEDRO;Huilliche;Mapuche;2;45917;4.36E-05;-33.9;-71.467
TALAGANTE;Huilliche;Mapuche;27;45917;0.000588018;-33.667;-70.931
EL MONTE;Huilliche;Mapuche;4;45917;8.71E-05;-33.684;-71.017
ISLA DE MAIPO;Huilliche;Mapuche;12;45917;0.000261341;-33.754;-70.886
PADRE HURTADO;Huilliche;Mapuche;22;45917;0.000479125;-33.576;-70.8
PEÑAFLOR;Huilliche;Mapuche;21;45917;0.000457347;-36.233;-72.333
VALDIVIA;Huilliche;Mapuche;585;45917;0.012740379;-39.8;-73.233
CORRAL;Huilliche;Mapuche;33;45917;0.000718688;-39.867;-73.433
LANCO;Huilliche;Mapuche;22;45917;0.000479125;-39.447;-72.772
LOS LAGOS;Huilliche;Mapuche;52;45917;0.001132478;-41.92;-72.142
MÁFIL;Huilliche;Mapuche;11;45917;0.000239563;-39.65;-72.95
MARIQUINA;Huilliche;Mapuche;27;45917;0.000588018;-40.133;-72.333
PAILLACO;Huilliche;Mapuche;72;45917;0.001568047;-40.068;-72.883
PANGUIPULLI;Huilliche;Mapuche;56;45917;0.001219592;-39.642;-72.34
LA UNIÓN;Huilliche;Mapuche;128;45917;0.002787639;-40.292;-73.088
FUTRONO;Huilliche;Mapuche;142;45917;0.003092537;-40.131;-72.396
LAGO RANCO;Huilliche;Mapuche;21;45917;0.000457347;-40.317;-72.5
RÍO BUENO;Huilliche;Mapuche;60;45917;0.001306706;-40.338;-72.957
ARICA;Huilliche;Mapuche;38;45917;0.00082758;-18.455;-70.29
CHILLÁN;Huilliche;Mapuche;63;45917;0.001372041;-36.601;-72.109
BULNES;Huilliche;Mapuche;2;45917;4.36E-05;-36.739;-72.292
CHILLÁN VIEJO;Huilliche;Mapuche;3;45917;6.53E-05;-36.633;-72.14
PEMUCO;Huilliche;Mapuche;1;45917;2.18E-05;-36.978;-72.091
YUNGAY;Huilliche;Mapuche;1;45917;2.18E-05;-24.07;-69.914
COELEMU;Huilliche;Mapuche;3;45917;6.53E-05;-36.485;-72.694
RÁNQUIL;Huilliche;Mapuche;2;45917;4.36E-05;-36.65;-72.55
SAN CARLOS;Huilliche;Mapuche;4;45917;8.71E-05;-36.422;-71.959
COIHUECO;Huilliche;Mapuche;1;45917;2.18E-05;-35.783;-72.433
SAN NICOLÁS;Huilliche;Mapuche;1;45917;2.18E-05;-36.883;-72.483
IQUIQUE;Picunche;Mapuche;3;513;0.005847953;-20.244;-70.139
ANTOFAGASTA;Picunche;Mapuche;4;513;0.007797271;-23.651;-70.395
CALAMA;Picunche;Mapuche;4;513;0.007797271;-22.474;-68.924
SAN PEDRO DE ATACAMA;Picunche;Mapuche;1;513;0.001949318;-22.92;-68.21
LA SERENA;Picunche;Mapuche;3;513;0.005847953;-29.907;-71.247
COQUIMBO;Picunche;Mapuche;1;513;0.001949318;-29.971;-71.307
ILLAPEL;Picunche;Mapuche;6;513;0.011695906;-31.639;-71.179
LOS VILOS;Picunche;Mapuche;1;513;0.001949318;-31.915;-71.506
MONTE PATRIA;Picunche;Mapuche;2;513;0.003898635;-30.775;-70.943
VALPARAÍSO;Picunche;Mapuche;21;513;0.040935673;-33.05;-71.616
CASABLANCA;Picunche;Mapuche;6;513;0.011695906;-33.325;-71.41
JUAN FERNÁNDEZ;Picunche;Mapuche;1;513;0.001949318;-33.633;-78.867
PUCHUNCAVÍ;Picunche;Mapuche;2;513;0.003898635;-32.748;-71.398
VIÑA DEL MAR;Picunche;Mapuche;12;513;0.023391813;-33.025;-71.515
LOS ANDES;Picunche;Mapuche;1;513;0.001949318;-32.837;-70.597
SAN ESTEBAN;Picunche;Mapuche;1;513;0.001949318;-32.805;-70.581
LA LIGUA;Picunche;Mapuche;9;513;0.01754386;-34.583;-72
CABILDO;Picunche;Mapuche;2;513;0.003898635;-32.409;-71.08
QUILLOTA;Picunche;Mapuche;3;513;0.005847953;-32.915;-71.264
CALERA;Picunche;Mapuche;1;513;0.001949318;-32.784;-71.204
HIJUELAS;Picunche;Mapuche;4;513;0.007797271;-32.855;-71.094
LA CRUZ;Picunche;Mapuche;5;513;0.009746589;-32.824;-71.244
NOGALES;Picunche;Mapuche;12;513;0.023391813;-32.736;-71.208
SAN ANTONIO;Picunche;Mapuche;1;513;0.001949318;-27.867;-70.05
ALGARROBO;Picunche;Mapuche;1;513;0.001949318;-30.503;-71.083
CARTAGENA;Picunche;Mapuche;1;513;0.001949318;-34.167;-71.75
EL QUISCO;Picunche;Mapuche;2;513;0.003898635;-33.409;-71.649
EL TABO;Picunche;Mapuche;1;513;0.001949318;-33.48;-71.621
SAN FELIPE;Picunche;Mapuche;7;513;0.013645224;-32.75;-70.713
LLAILLAY;Picunche;Mapuche;2;513;0.003898635;-32.844;-70.957
PUTAENDO;Picunche;Mapuche;9;513;0.01754386;-32.628;-70.716
QUILPUÉ;Picunche;Mapuche;11;513;0.021442495;-33.125;-71.241
LIMACHE;Picunche;Mapuche;4;513;0.007797271;-33.003;-71.261
OLMUÉ;Picunche;Mapuche;21;513;0.040935673;-33.009;-71.17
VILLA ALEMANA;Picunche;Mapuche;11;513;0.021442495;-33.066;-71.329
RANCAGUA;Picunche;Mapuche;8;513;0.015594542;-34.162;-70.741
CODEGUA;Picunche;Mapuche;1;513;0.001949318;-34.033;-70.667
COINCO;Picunche;Mapuche;1;513;0.001949318;-34.273;-70.953
COLTAUCO;Picunche;Mapuche;2;513;0.003898635;-34.297;-71.092
MACHALÍ;Picunche;Mapuche;2;513;0.003898635;-34.185;-70.662
RENGO;Picunche;Mapuche;2;513;0.003898635;-34.402;-70.856
REQUÍNOA;Picunche;Mapuche;6;513;0.011695906;-34.283;-70.806
SAN VICENTE;Picunche;Mapuche;2;513;0.003898635;-34.083;-71.75
PICHILEMU;Picunche;Mapuche;4;513;0.007797271;-34.402;-72.009
NAVIDAD;Picunche;Mapuche;4;513;0.007797271;-33.95;-71.833
SAN FERNANDO;Picunche;Mapuche;2;513;0.003898635;-34.584;-70.987
CHIMBARONGO;Picunche;Mapuche;1;513;0.001949318;-34.708;-71.042
LOLOL;Picunche;Mapuche;1;513;0.001949318;-34.731;-71.636
SANTA CRUZ;Picunche;Mapuche;2;513;0.003898635;-34.631;-71.359
TALCA;Picunche;Mapuche;3;513;0.005847953;-35.423;-71.657
CONSTITUCIÓN;Picunche;Mapuche;2;513;0.003898635;-35.339;-72.414
CUREPTO;Picunche;Mapuche;1;513;0.001949318;-35.083;-72.017
MAULE;Picunche;Mapuche;3;513;0.005847953;-35.516;-71.572
CAUQUENES;Picunche;Mapuche;1;513;0.001949318;-35.964;-72.317
CURICÓ;Picunche;Mapuche;10;513;0.019493177;-34.976;-71.224
LICANTÉN;Picunche;Mapuche;7;513;0.013645224;-34.983;-72
MOLINA;Picunche;Mapuche;1;513;0.001949318;-35.09;-71.279
VICHUQUÉN;Picunche;Mapuche;4;513;0.007797271;-34.823;-72.035
LINARES;Picunche;Mapuche;4;513;0.007797271;-35.85;-71.585
COLBÚN;Picunche;Mapuche;1;513;0.001949318;-35.7;-71.417
CONCEPCIÓN;Picunche;Mapuche;4;513;0.007797271;-36.815;-73.029
CORONEL;Picunche;Mapuche;2;513;0.003898635;-36.982;-73.157
HUALQUI;Picunche;Mapuche;3;513;0.005847953;-36.967;-72.933
TALCAHUANO;Picunche;Mapuche;1;513;0.001949318;-36.736;-73.105
HUALPÉN;Picunche;Mapuche;2;513;0.003898635;-36.789;-73.11
LOS ÁNGELES;Picunche;Mapuche;2;513;0.003898635;-36.944;-72.351
TEMUCO;Picunche;Mapuche;4;513;0.007797271;-38.727;-72.599
PADRE LAS CASAS;Picunche;Mapuche;1;513;0.001949318;-38.766;-72.593
PUCÓN;Picunche;Mapuche;1;513;0.001949318;-39.282;-71.954
